precinct_name,precinct_center_lat,precinct_center_lon,winner,winner_net,winner_pct,Jenkins_total,Zappala_total,WRITE-IN_total,precinct_total,Jenkins_pct,Zappala_pct,WRITE-IN_pct
ROSS WARD 6 DIST 1,40.5095,-80.05180000000001,Zappala,28,71.2,18,47,1,66,27.3,71.2,1.5
ROSS WARD 6 DIST 2,40.5114,-80.03885,Zappala,42,68.8,35,77,0,112,31.3,68.8,0.0
ROSS WARD 6 DIST 3,40.501200000000004,-80.04405,Zappala,10,56.9,29,41,2,72,40.3,56.9,2.8
ROSS WARD 6 DIST 4,40.494150000000005,-80.0395,Zappala,62,85.2,13,75,0,88,14.8,85.2,0.0
ROSS WARD 7 DIST 1,40.5021,-79.99950000000001,Zappala,34,73.6,19,53,0,72,26.4,73.6,0.0
ROSS WARD 7 DIST 2,40.507850000000005,-80.0163,Zappala,19,68.6,16,35,0,51,31.4,68.6,0.0
ROSS WARD 7 DIST 3,40.5039,-80.02985000000001,Zappala,84,81.8,24,108,0,132,18.2,81.8,0.0
ROSS WARD 7 DIST 4,40.49600000000001,-80.03315,Zappala,49,79.5,17,66,0,83,20.5,79.5,0.0
ROSS WARD 8 DIST 1,40.54130000000001,-80.02255000000001,Zappala,47,68.5,40,87,0,127,31.5,68.5,0.0
ROSS WARD 8 DIST 2,40.54825,-80.02255,Zappala,29,77.4,12,41,0,53,22.6,77.4,0.0
ROSS WARD 8 DIST 3,40.52575,-80.01305,Zappala,37,76.1,17,54,0,71,23.9,76.1,0.0
ROSS WARD 9 DIST 1,40.54865,-79.99415000000002,Zappala,24,65.0,28,52,0,80,35.0,65.0,0.0
ROSS WARD 9 DIST 2,40.55035,-80.0335,Zappala,37,71.8,24,61,0,85,28.2,71.8,0.0
ROSS WARD 9 DIST 3,40.551,-80.00925000000001,Zappala,55,77.2,23,78,0,101,22.8,77.2,0.0
ROSSLYN FARM,40.423,-80.08705,Zappala,38,76.4,17,55,0,72,23.6,76.4,0.0
SCOTT WARD 1 DIST 1,40.39710000000001,-80.09355000000001,Zappala,58,86.3,11,69,0,80,13.8,86.3,0.0
SCOTT WARD 1 DIST 2,40.39855,-80.08915000000002,Zappala,39,77.5,16,55,0,71,22.5,77.5,0.0
SCOTT WARD 2 DIST 1,40.38815,-80.07500000000002,Zappala,37,84.9,8,45,0,53,15.1,84.9,0.0
SCOTT WARD 2 DIST 2,40.3845,-80.07990000000001,Zappala,56,80.4,18,74,0,92,19.6,80.4,0.0
SCOTT WARD 3 DIST 1,40.36925000000001,-80.09325000000001,Zappala,29,79.6,10,39,0,49,20.4,79.6,0.0
SCOTT WARD 3 DIST 2,40.368750000000006,-80.08965,Zappala,67,82.5,18,85,0,103,17.5,82.5,0.0
SCOTT WARD 4 DIST 1,40.37055000000001,-80.08235000000002,Zappala,34,74.3,18,52,0,70,25.7,74.3,0.0
SCOTT WARD 4 DIST 2,40.36555,-80.07975,Zappala,31,74.6,16,47,0,63,25.4,74.6,0.0
SCOTT WARD 5 DIST 1,40.3888,-80.08665,Zappala,29,77.4,12,41,0,53,22.6,77.4,0.0
SCOTT WARD 5 DIST 2,40.3952,-80.07495,Zappala,72,88.3,11,83,0,94,11.7,88.3,0.0
SCOTT WARD 6 DIST 1,40.400450000000006,-80.06200000000001,Zappala,15,68.3,13,28,0,41,31.7,68.3,0.0
SCOTT WARD 6 DIST 2,40.409200000000006,-80.07055,Zappala,34,73.0,20,54,0,74,27.0,73.0,0.0
SCOTT WARD 7 DIST 1,40.39515,-80.0607,Zappala,61,80.8,19,80,0,99,19.2,80.8,0.0
SCOTT WARD 7 DIST 2,40.39645,-80.07065,Zappala,97,80.1,32,129,0,161,19.9,80.1,0.0
SCOTT WARD 8 DIST 1,40.37995000000001,-80.07485,Zappala,26,74.1,14,40,0,54,25.9,74.1,0.0
SCOTT WARD 8 DIST 2,40.37765,-80.0824,Zappala,48,77.3,20,68,0,88,22.7,77.3,0.0
SCOTT WARD 9 DIST 1,40.401650000000004,-80.05535,Zappala,9,73.7,5,14,0,19,26.3,73.7,0.0
SCOTT WARD 9 DIST 2,40.39975,-80.05925,Zappala,47,84.1,11,58,0,69,15.9,84.1,0.0
SEWICKLEY WARD 1,40.54155,-80.16910000000001,Jenkins,14,59.2,45,30,1,76,59.2,39.5,1.3
SEWICKLEY WARD 2 DIST 1,40.544850000000004,-80.18060000000001,Zappala,16,64.8,19,35,0,54,35.2,64.8,0.0
SEWICKLEY WARD 2 DIST 2,40.540850000000006,-80.18725,Zappala,26,70.3,19,45,0,64,29.7,70.3,0.0
SEWICKLEY WARD 3,40.536100000000005,-80.18525,Zappala,13,57.6,36,49,0,85,42.4,57.6,0.0
SEWICKLEY HTS,40.56035,-80.1525,Zappala,12,66.7,12,24,0,36,33.3,66.7,0.0
SEWICKLEY HILLS,40.56175,-80.13225,Zappala,27,75.5,13,40,0,53,24.5,75.5,0.0
SHALER WARD 1 DIST 1,40.49625,-79.95935,Zappala,44,78.2,17,61,0,78,21.8,78.2,0.0
SHALER WARD 1 DIST 2,40.484750000000005,-79.96220000000001,Zappala,23,70.9,16,39,0,55,29.1,70.9,0.0
SHALER WARD 1 DIST 3,40.49810000000001,-79.95455000000001,Zappala,27,70.1,20,47,0,67,29.9,70.1,0.0
SHALER WARD 1 DIST 4,40.496700000000004,-79.96975,Zappala,66,83.0,17,83,0,100,17.0,83.0,0.0
SHALER WARD 1 DIST 5,40.489850000000004,-79.9654,Zappala,49,77.5,20,69,0,89,22.5,77.5,0.0
SHALER WARD 2 DIST 1,40.51140000000001,-79.98105000000001,Zappala,44,72.4,26,71,1,98,26.5,72.4,1.0
SHALER WARD 2 DIST 2,40.51195,-79.97705,Zappala,24,70.0,18,42,0,60,30.0,70.0,0.0
SHALER WARD 2 DIST 3,40.498850000000004,-79.97895,Zappala,33,78.0,13,46,0,59,22.0,78.0,0.0
SHALER WARD 2 DIST 4,40.51140000000001,-79.96455,Zappala,50,82.1,14,64,0,78,17.9,82.1,0.0
SHALER WARD 2 DIST 5,40.50840000000001,-79.95590000000001,Zappala,13,76.0,6,19,0,25,24.0,76.0,0.0
SHALER WARD 3 DIST 1,40.53705,-79.94380000000001,Zappala,50,87.9,8,58,0,66,12.1,87.9,0.0
SHALER WARD 3 DIST 2,40.54505,-79.94265000000001,Zappala,41,87.3,6,48,1,55,10.9,87.3,1.8
SHALER WARD 3 DIST 3,40.5491,-79.95070000000001,Zappala,34,84.0,8,42,0,50,16.0,84.0,0.0
SHALER WARD 3 DIST 4,40.54050000000001,-79.95875000000001,Zappala,45,81.7,13,58,0,71,18.3,81.7,0.0
SHALER WARD 3 DIST 5,40.540000000000006,-79.94930000000001,Zappala,28,76.9,12,40,0,52,23.1,76.9,0.0
SHALER WARD 4 DIST 1,40.529700000000005,-79.95975000000001,Zappala,37,74.7,19,56,0,75,25.3,74.7,0.0
SHALER WARD 4 DIST 2,40.520250000000004,-79.96395000000001,Zappala,21,76.9,9,30,0,39,23.1,76.9,0.0
SHALER WARD 4 DIST 3,40.5386,-79.97030000000001,Zappala,12,61.1,21,33,0,54,38.9,61.1,0.0
SHALER WARD 4 DIST 4,40.5431,-79.96965,Zappala,24,74.0,13,37,0,50,26.0,74.0,0.0
SHALER WARD 4 DIST 5,40.522800000000004,-79.95515,Zappala,21,80.0,7,28,0,35,20.0,80.0,0.0
SHALER WARD 5 DIST 1,40.527800000000006,-79.9767,Zappala,34,81.5,9,44,1,54,16.7,81.5,1.9
SHALER WARD 5 DIST 2,40.5384,-79.98280000000001,Zappala,34,68.5,29,63,0,92,31.5,68.5,0.0
SHALER WARD 5 DIST 3,40.5281,-79.96695,Zappala,32,74.2,17,49,0,66,25.8,74.2,0.0
SHALER WARD 5 DIST 4,40.52205000000001,-79.98415,Zappala,24,92.9,2,26,0,28,7.1,92.9,0.0
SHALER WARD 5 DIST 5,40.5307,-79.9836,Zappala,51,85.9,10,61,0,71,14.1,85.9,0.0
SHALER WARD 6 DIST 1,40.5505,-79.96545,Zappala,35,83.0,9,44,0,53,17.0,83.0,0.0
SHALER WARD 6 DIST 2,40.550650000000005,-79.974,Zappala,24,67.6,22,46,0,68,32.4,67.6,0.0
SHALER WARD 6 DIST 3,40.54690000000001,-79.98295000000002,Zappala,21,74.4,11,32,0,43,25.6,74.4,0.0
SHALER WARD 6 DIST 4,40.550700000000006,-79.953,Zappala,31,86.0,6,37,0,43,14.0,86.0,0.0
SHALER WARD 6 DIST 5,40.54925,-79.98455000000001,Zappala,18,67.3,17,35,0,52,32.7,67.3,0.0
SHALER WARD 7 DIST 1,40.507850000000005,-79.94095000000002,Zappala,39,76.7,17,56,0,73,23.3,76.7,0.0
SHALER WARD 7 DIST 2,40.5125,-79.95485000000001,Zappala,47,80.5,15,62,0,77,19.5,80.5,0.0
SHALER WARD 7 DIST 3,40.5195,-79.94745,Zappala,24,69.4,19,43,0,62,30.6,69.4,0.0
SHALER WARD 7 DIST 4,40.52215,-79.94915,Zappala,80,82.3,22,102,0,124,17.7,82.3,0.0
SHARPSBURG DIST 1,40.494,-79.93675,Zappala,53,80.5,17,70,0,87,19.5,80.5,0.0
SHARPSBURG DIST 2,40.495050000000006,-79.9291,Zappala,44,68.0,39,83,0,122,32.0,68.0,0.0
SHARPSBURG DIST 3,40.49300000000001,-79.9167,Zappala,69,79.5,24,93,0,117,20.5,79.5,0.0
S FAYETTE DIST 1,40.3361,-80.12560000000002,Zappala,26,76.0,12,38,0,50,24.0,76.0,0.0
S FAYETTE DIST 2,40.36585,-80.14455000000001,Zappala,32,71.6,21,53,0,74,28.4,71.6,0.0
S FAYETTE DIST 3,40.3661,-80.1679,Zappala,63,77.4,26,89,0,115,22.6,77.4,0.0
S FAYETTE DIST 4,40.33075,-80.11965000000001,Zappala,22,68.3,19,41,0,60,31.7,68.3,0.0
S FAYETTE DIST 5,40.35615,-80.19345000000001,Zappala,24,70.0,18,42,0,60,30.0,70.0,0.0
S FAYETTE DIST 6,40.3197,-80.12505,Zappala,42,76.3,19,61,0,80,23.8,76.3,0.0
S FAYETTE DIST 7,40.38720000000001,-80.18695,Zappala,28,79.2,10,38,0,48,20.8,79.2,0.0
S FAYETTE DIST 8,40.346650000000004,-80.13380000000001,Zappala,58,77.9,23,81,0,104,22.1,77.9,0.0
S FAYETTE DIST 9,40.33335000000001,-80.15295,Zappala,16,80.8,5,21,0,26,19.2,80.8,0.0
S FAYETTE DIST 10,40.32795,-80.12745000000001,Zappala,33,73.2,19,52,0,71,26.8,73.2,0.0
S FAYETTE DIST 11,40.359750000000005,-80.14425,Zappala,38,76.4,17,55,0,72,23.6,76.4,0.0
S FAYETTE DIST 12,40.33845,-80.11755,Zappala,40,88.5,6,46,0,52,11.5,88.5,0.0
SOUTH PARK DIST 1,40.295500000000004,-79.97715000000001,Zappala,33,82.4,9,42,0,51,17.6,82.4,0.0
SOUTH PARK DIST 2,40.33045,-79.99375,Zappala,49,81.0,15,64,0,79,19.0,81.0,0.0
SOUTH PARK DIST 3,40.29135000000001,-80.02300000000001,Zappala,24,77.3,9,34,1,44,20.5,77.3,2.3
SOUTH PARK DIST 4,40.29005000000001,-80.00800000000001,Zappala,19,73.2,11,30,0,41,26.8,73.2,0.0
SOUTH PARK DIST 5,40.3237,-79.98765,Zappala,54,82.9,14,68,0,82,17.1,82.9,0.0
SOUTH PARK DIST 6,40.304300000000005,-80.0078,Zappala,39,76.7,17,56,0,73,23.3,76.7,0.0
SOUTH PARK DIST 7,40.29475000000001,-79.9924,Zappala,90,86.3,17,107,0,124,13.7,86.3,0.0
SOUTH PARK DIST 8,40.32175000000001,-79.99395000000001,Zappala,40,82.3,11,51,0,62,17.7,82.3,0.0
SOUTH PARK DIST 9,40.30695,-79.99125000000001,Zappala,31,71.8,20,51,0,71,28.2,71.8,0.0
SOUTH PARK DIST 10,40.279900000000005,-79.9872,Zappala,44,77.5,18,62,0,80,22.5,77.5,0.0
SOUTH PARK DIST 11,40.28585,-80.01665000000001,Zappala,12,63.6,16,28,0,44,36.4,63.6,0.0
SOUTH PARK DIST 12,40.298500000000004,-80.0196,Zappala,36,84.6,8,44,0,52,15.4,84.6,0.0
SOUTH PARK DIST 13,40.28020000000001,-79.97080000000001,Zappala,44,82.4,12,56,0,68,17.6,82.4,0.0
S VERSAILLES,40.3064,-79.79565000000001,Zappala,7,68.4,6,13,0,19,31.6,68.4,0.0
SPRINGDAL BR DIST 1,40.54135,-79.77275,Zappala,73,88.4,11,84,0,95,11.6,88.4,0.0
SPRINGDAL BR DIST 2,40.5458,-79.7877,Zappala,36,80.0,12,48,0,60,20.0,80.0,0.0
SPRINGDAL BR DIST 3,40.5377,-79.787,Zappala,34,79.3,12,46,0,58,20.7,79.3,0.0
SPRINGDAL BR DIST 4,40.54225,-79.78745,Zappala,32,78.6,12,44,0,56,21.4,78.6,0.0
SPRINGDALE TWP,40.5535,-79.78765000000001,Zappala,134,89.4,18,152,0,170,10.6,89.4,0.0
STOWE WARD 1,40.4735,-80.0678,Zappala,47,76.4,20,68,1,89,22.5,76.4,1.1
STOWE WARD 2 DIST 1,40.4757,-80.07245,Zappala,18,90.9,2,20,0,22,9.1,90.9,0.0
STOWE WARD 2 DIST 2,40.479600000000005,-80.0769,Zappala,55,78.4,21,76,0,97,21.6,78.4,0.0
STOWE WARD 3,40.482200000000006,-80.0618,Zappala,37,80.3,12,49,0,61,19.7,80.3,0.0
STOWE WARD 4 DIST 1,40.4896,-80.08160000000001,Zappala,40,79.4,14,54,0,68,20.6,79.4,0.0
STOWE WARD 4 DIST 2,40.486850000000004,-80.0865,Zappala,76,85.8,15,91,0,106,14.2,85.8,0.0
STOWE WARD 5,40.4743,-80.08030000000001,Zappala,50,83.8,12,62,0,74,16.2,83.8,0.0
STOWE WARD 6,40.47195000000001,-80.07745,Zappala,18,73.7,10,28,0,38,26.3,73.7,0.0
STOWE WARD 7,40.474500000000006,-80.07575,Zappala,14,69.4,11,25,0,36,30.6,69.4,0.0
STOWE WARD 8,40.472350000000006,-80.07130000000001,Zappala,6,56.5,20,26,0,46,43.5,56.5,0.0
STOWE WARD 9,40.4709,-80.07305000000001,Zappala,3,53.7,19,22,0,41,46.3,53.7,0.0
SWISSVALE DIST 1,40.41595000000001,-79.87630000000001,Jenkins,63,73.3,99,36,0,135,73.3,26.7,0.0
SWISSVALE DIST 2,40.420100000000005,-79.87970000000001,Jenkins,38,66.1,78,40,0,118,66.1,33.9,0.0
SWISSVALE DIST 3,40.422650000000004,-79.88445,Jenkins,32,68.2,60,28,0,88,68.2,31.8,0.0
SWISSVALE DIST 4,40.423,-79.87855,Jenkins,22,61.0,61,39,0,100,61.0,39.0,0.0
SWISSVALE DIST 5,40.4259,-79.87790000000001,Jenkins,21,60.4,61,39,1,101,60.4,38.6,1.0
SWISSVALE DIST 6,40.417950000000005,-79.89085,Jenkins,17,66.0,35,18,0,53,66.0,34.0,0.0
SWISSVALE DIST 7,40.42035,-79.89645000000002,Jenkins,30,58.9,99,69,0,168,58.9,41.1,0.0
SWISSVALE DIST 8,40.425650000000005,-79.89145,Jenkins,29,60.6,83,54,0,137,60.6,39.4,0.0
SWISSVALE DIST 9,40.418350000000004,-79.8937,Jenkins,14,54.1,92,78,0,170,54.1,45.9,0.0
SWISSVALE DIST 10,40.415150000000004,-79.88810000000001,Jenkins,13,64.4,29,16,0,45,64.4,35.6,0.0
SWISSVALE DIST 11,40.431000000000004,-79.8946,Jenkins,2,50.5,96,94,0,190,50.5,49.5,0.0
TARENTUM WARD 1 DIST 1,40.605050000000006,-79.7534,Zappala,33,76.2,15,48,0,63,23.8,76.2,0.0
TARENTUM WARD 1 DIST 2,40.607200000000006,-79.75305,Zappala,27,73.7,15,42,0,57,26.3,73.7,0.0
TARENTUM WARD 2,40.6007,-79.74955,Zappala,23,70.9,16,39,0,55,29.1,70.9,0.0
TARENTUM WARD 3 DIST 1,40.59965,-79.7697,Zappala,14,81.8,4,18,0,22,18.2,81.8,0.0
TARENTUM WARD 3 DIST 2,40.606300000000005,-79.76400000000001,Zappala,10,61.4,17,27,0,44,38.6,61.4,0.0
THORNBURG,40.434200000000004,-80.08435,Zappala,27,70.1,20,47,0,67,29.9,70.1,0.0
PENNSBURY VILL,40.42835000000001,-80.10065,Zappala,33,76.2,15,48,0,63,23.8,76.2,0.0
TRAFFORD,40.38055,-79.77065000000002,Jenkins,0,50.0,2,2,0,4,50.0,50.0,0.0
TURTLE CREEK WD 1 DIST 1,40.413650000000004,-79.81435000000002,Zappala,30,68.8,25,55,0,80,31.3,68.8,0.0
TURTLE CREEK WD 1 DIST 2,40.408100000000005,-79.81540000000001,Zappala,7,58.1,18,25,0,43,41.9,58.1,0.0
TURTLE CREEK WD 2 DIST 1,40.404450000000004,-79.82225,Jenkins,11,58.2,39,28,0,67,58.2,41.8,0.0
TURTLE CREEK WD 2 DIST 2,40.407300000000006,-79.82015000000001,Jenkins,2,54.2,13,11,0,24,54.2,45.8,0.0
TURTLE CREEK WD 3 DIST 1,40.4089,-79.8263,Zappala,7,55.9,26,33,0,59,44.1,55.9,0.0
TURTLE CREEK WD 3 DIST 2,40.414100000000005,-79.81890000000001,Zappala,21,65.2,24,45,0,69,34.8,65.2,0.0
UP ST CLAIR WARD 1 DIST 1,40.34245,-80.08935,Zappala,18,64.1,23,41,0,64,35.9,64.1,0.0
UP ST CLAIR WARD 1 DIST 2,40.34870000000001,-80.09275,Zappala,36,70.9,25,61,0,86,29.1,70.9,0.0
UP ST CLAIR WARD 1 DIST 3,40.35755,-80.0814,Zappala,19,62.3,29,48,0,77,37.7,62.3,0.0
UP ST CLAIR WARD 1 DIST 4,40.35145,-80.0864,Zappala,23,64.9,26,50,1,77,33.8,64.9,1.3
UP ST CLAIR WARD 2 DIST 1,40.351000000000006,-80.05735000000001,Zappala,21,66.7,21,42,0,63,33.3,66.7,0.0
UP ST CLAIR WARD 2 DIST 2,40.3407,-80.07135,Zappala,29,73.8,16,45,0,61,26.2,73.8,0.0
UP ST CLAIR WARD 2 DIST 3,40.35695,-80.06945000000002,Zappala,24,66.2,25,49,0,74,33.8,66.2,0.0
UP ST CLAIR WARD 2 DIST 4,40.3511,-80.06855000000002,Zappala,18,64.5,22,40,0,62,35.5,64.5,0.0
UP ST CLAIR WARD 3 DIST 1,40.33295,-80.06325000000001,Zappala,36,68.8,30,66,0,96,31.3,68.8,0.0
UP ST CLAIR WARD 3 DIST 2,40.31985,-80.0721,Zappala,28,75.0,14,42,0,56,25.0,75.0,0.0
UP ST CLAIR WARD 3 DIST 3,40.33290000000001,-80.0828,Zappala,11,55.6,44,55,0,99,44.4,55.6,0.0
UP ST CLAIR WARD 4 DIST 1,40.3416,-80.10415,Zappala,11,56.0,40,51,0,91,44.0,56.0,0.0
UP ST CLAIR WARD 4 DIST 2,40.324200000000005,-80.08895000000001,Zappala,6,56.5,20,26,0,46,43.5,56.5,0.0
UP ST CLAIR WARD 4 DIST 3,40.31635,-80.09450000000001,Zappala,17,65.5,18,36,1,55,32.7,65.5,1.8
UP ST CLAIR WARD 4 DIST 4,40.322100000000006,-80.10455,Zappala,35,81.8,10,45,0,55,18.2,81.8,0.0
UP ST CLAIR WARD 5 DIST 1,40.313700000000004,-80.0854,Zappala,29,65.6,32,61,0,93,34.4,65.6,0.0
UP ST CLAIR WARD 5 DIST 2,40.323150000000005,-80.07625000000002,Zappala,29,73.0,17,46,0,63,27.0,73.0,0.0
UP ST CLAIR WARD 5 DIST 3,40.305150000000005,-80.0778,Zappala,29,76.4,13,42,0,55,23.6,76.4,0.0
VERONA DIST 1,40.5035,-79.8456,Zappala,14,58.3,35,49,0,84,41.7,58.3,0.0
VERONA DIST 2,40.503150000000005,-79.83765000000001,Zappala,44,72.0,28,72,0,100,28.0,72.0,0.0
VERONA DIST 3,40.50965000000001,-79.83865,Zappala,58,74.6,30,88,0,118,25.4,74.6,0.0
VERSAILLES DIST 1,40.31755,-79.82910000000001,Zappala,46,83.8,10,57,1,68,14.7,83.8,1.5
VERSAILLES DIST 2,40.3189,-79.83505,Zappala,44,86.7,8,52,0,60,13.3,86.7,0.0
WALL,40.39115,-79.78890000000001,Zappala,22,89.3,3,25,0,28,10.7,89.3,0.0
WEST DEER DIST 1,40.644600000000004,-79.87905,Zappala,42,75.0,21,63,0,84,25.0,75.0,0.0
WEST DEER DIST 2,40.656850000000006,-79.8508,Zappala,32,94.4,2,34,0,36,5.6,94.4,0.0
WEST DEER DIST 3,40.61135,-79.83315,Zappala,27,78.7,9,37,1,47,19.1,78.7,2.1
WEST DEER DIST 4,40.614200000000004,-79.91145,Zappala,22,75.0,11,33,0,44,25.0,75.0,0.0
WEST DEER DIST 5,40.63385,-79.8347,Zappala,34,76.6,14,49,1,64,21.9,76.6,1.6
WEST DEER DIST 6,40.6117,-79.85965,Zappala,40,77.0,17,57,0,74,23.0,77.0,0.0
WEST DEER DIST 7,40.613850000000006,-79.8905,Zappala,70,79.7,23,94,1,118,19.5,79.7,0.8
WEST DEER DIST 8,40.6411,-79.9025,Zappala,81,82.4,22,103,0,125,17.6,82.4,0.0
W ELIZABETH,40.27275,-79.89535000000001,Zappala,27,90.9,3,30,0,33,9.1,90.9,0.0
W HOMESTEAD DIST 1,40.39960000000001,-79.91915,Jenkins,0,50.0,26,26,0,52,50.0,50.0,0.0
W HOMESTEAD DIST 2,40.3942,-79.91215000000001,Zappala,92,83.8,22,114,0,136,16.2,83.8,0.0
W HOMESTEAD DIST 3,40.3922,-79.91085000000001,Zappala,101,84.8,22,123,0,145,15.2,84.8,0.0
WEST MIFFLIN DIST 1,40.39265,-79.8854,Zappala,65,74.8,33,98,0,131,25.2,74.8,0.0
WEST MIFFLIN DIST 2,40.39135,-79.89000000000001,Jenkins,33,67.4,64,31,0,95,67.4,32.6,0.0
WEST MIFFLIN DIST 3,40.3904,-79.86545000000001,Zappala,35,72.7,21,56,0,77,27.3,72.7,0.0
WEST MIFFLIN DIST 4,40.3994,-79.88,Jenkins,18,82.1,23,5,0,28,82.1,17.9,0.0
WEST MIFFLIN DIST 5,40.3821,-79.87945000000002,Zappala,134,81.9,38,172,0,210,18.1,81.9,0.0
WEST MIFFLIN DIST 6,40.38435,-79.88855000000001,Zappala,33,78.9,12,45,0,57,21.1,78.9,0.0
WEST MIFFLIN DIST 7,40.36895,-79.8663,Zappala,80,77.8,32,112,0,144,22.2,77.8,0.0
WEST MIFFLIN DIST 8,40.35915,-79.86125000000001,Zappala,20,60.6,37,57,0,94,39.4,60.6,0.0
WEST MIFFLIN DIST 9,40.3629,-79.85580000000002,Zappala,86,77.6,35,121,0,156,22.4,77.6,0.0
WEST MIFFLIN DIST 10,40.35005,-79.91275000000002,Zappala,27,66.7,26,54,1,81,32.1,66.7,1.2
WEST MIFFLIN DIST 11,40.35900000000001,-79.90645,Zappala,35,74.0,19,54,0,73,26.0,74.0,0.0
WEST MIFFLIN DIST 12,40.3334,-79.90975,Zappala,62,75.0,31,93,0,124,25.0,75.0,0.0
WEST MIFFLIN DIST 13,40.36580000000001,-79.87960000000001,Zappala,49,73.8,27,76,0,103,26.2,73.8,0.0
WEST MIFFLIN DIST 14,40.37100000000001,-79.8987,Zappala,119,81.2,35,155,1,191,18.3,81.2,0.5
WEST MIFFLIN DIST 15,40.394000000000005,-79.87805,Zappala,39,70.1,28,68,1,97,28.9,70.1,1.0
WEST MIFFLIN DIST 16,40.33735,-79.93855,Zappala,113,79.3,40,153,0,193,20.7,79.3,0.0
WEST MIFFLIN DIST 17,40.36175,-79.9298,Zappala,50,80.5,16,66,0,82,19.5,80.5,0.0
WEST MIFFLIN DIST 18,40.36065000000001,-79.87475,Zappala,71,78.9,25,97,1,123,20.3,78.9,0.8
WEST MIFFLIN DIST 19,40.34365,-79.92885000000001,Zappala,43,74.2,23,66,0,89,25.8,74.2,0.0
WEST MIFFLIN DIST 20,40.3753,-79.87620000000001,Zappala,67,80.2,22,89,0,111,19.8,80.2,0.0
WEST MIFFLIN DIST 21,40.3577,-79.94595000000001,Zappala,38,71.6,25,63,0,88,28.4,71.6,0.0
WEST VIEW DIST 1,40.5136,-80.0265,Zappala,38,72.1,24,62,0,86,27.9,72.1,0.0
WEST VIEW DIST 2,40.51625,-80.02225000000001,Zappala,22,65.3,25,47,0,72,34.7,65.3,0.0
WEST VIEW DIST 3,40.519800000000004,-80.02960000000002,Zappala,22,70.4,16,38,0,54,29.6,70.4,0.0
WEST VIEW DIST 4,40.519800000000004,-80.03505000000001,Zappala,29,76.4,13,42,0,55,23.6,76.4,0.0
WEST VIEW DIST 5,40.51795,-80.03745,Zappala,33,69.4,26,59,0,85,30.6,69.4,0.0
WEST VIEW DIST 6,40.517450000000004,-80.04575,Zappala,27,70.1,20,47,0,67,29.9,70.1,0.0
WEST VIEW DIST 7,40.525400000000005,-80.0357,Zappala,33,67.4,30,64,1,95,31.6,67.4,1.1
WHITAKER DIST 1,40.398050000000005,-79.8904,Zappala,38,75.7,18,56,0,74,24.3,75.7,0.0
WHITAKER DIST 2,40.4033,-79.8845,Zappala,10,59.3,22,32,0,54,40.7,59.3,0.0
WHITEHALL DIST 1,40.36585,-79.98955000000001,Zappala,50,81.3,15,65,0,80,18.8,81.3,0.0
WHITEHALL DIST 2,40.35555000000001,-80.0062,Zappala,44,86.7,8,52,0,60,13.3,86.7,0.0
WHITEHALL DIST 3,40.3557,-79.98435,Zappala,60,79.4,21,81,0,102,20.6,79.4,0.0
WHITEHALL DIST 4,40.3481,-79.98020000000001,Zappala,55,79.6,19,74,0,93,20.4,79.6,0.0
WHITEHALL DIST 5,40.36330000000001,-79.97465000000001,Zappala,41,74.7,21,62,0,83,25.3,74.7,0.0
WHITEHALL DIST 6,40.366550000000004,-79.96435000000001,Zappala,8,61.1,14,22,0,36,38.9,61.1,0.0
WHITEHALL DIST 7,40.364650000000005,-79.99775,Zappala,65,86.5,12,77,0,89,13.5,86.5,0.0
WHITEHALL DIST 8,40.35485,-80.0009,Zappala,60,81.9,17,77,0,94,18.1,81.9,0.0
WHITEHALL DIST 9,40.36,-79.97220000000002,Zappala,21,66.2,22,43,0,65,33.8,66.2,0.0
WHITEHALL DIST 10,40.3737,-79.9898,Zappala,27,70.1,20,47,0,67,29.9,70.1,0.0
WHITEHALL DIST 11,40.3537,-79.9916,Zappala,32,70.0,24,56,0,80,30.0,70.0,0.0
WHITEHALL DIST 12,40.3554,-79.9762,Zappala,44,80.6,14,58,0,72,19.4,80.6,0.0
WHITEHALL DIST 13,40.35625,-80.01255,Zappala,35,76.1,16,51,0,67,23.9,76.1,0.0
WHITEHALL DIST 14,40.36125,-80.00460000000001,Zappala,27,69.6,21,48,0,69,30.4,69.6,0.0
WHITEHALL DIST 15,40.370400000000004,-80.0009,Zappala,90,86.3,16,107,1,124,12.9,86.3,0.8
WHITEHALL DIST 16,40.36375,-79.9959,Zappala,21,65.2,24,45,0,69,34.8,65.2,0.0
WHITE OAK DIST 1,40.35665,-79.82135000000001,Zappala,54,81.4,16,70,0,86,18.6,81.4,0.0
WHITE OAK DIST 2,40.34935,-79.82405,Zappala,43,75.9,20,63,0,83,24.1,75.9,0.0
WHITE OAK DIST 3,40.35065,-79.81390000000002,Zappala,32,67.4,30,62,0,92,32.6,67.4,0.0
WHITE OAK DIST 4,40.340050000000005,-79.81505000000001,Zappala,57,79.4,20,77,0,97,20.6,79.4,0.0
WHITE OAK DIST 5,40.345150000000004,-79.80890000000001,Zappala,70,83.7,17,87,0,104,16.3,83.7,0.0
WHITE OAK DIST 6,40.34205,-79.79335,Zappala,53,83.5,13,66,0,79,16.5,83.5,0.0
WHITE OAK DIST 7,40.3263,-79.80145,Zappala,51,74.8,26,77,0,103,25.2,74.8,0.0
