precinct_name,precinct_center_lat,precinct_center_lon,winner,winner_net,winner_pct,Dugan_total,Zappala_total,Write-in_total,precinct_total,Dugan_pct,Zappala_pct,Write-in_pct
Aleppo,40.53345,-80.14515,Dugan,65,63.2,156,91,0,247,63.2,36.8,0.0
Aspinwall Dist 1,40.490700000000004,-79.90535,Zappala,1,50.2,124,125,0,249,49.8,50.2,0.0
Aspinwall Dist 2,40.49705,-79.90495000000001,Dugan,4,51.2,83,79,0,162,51.2,48.8,0.0
Aspinwall Dist 3,40.490700000000004,-79.90020000000001,Dugan,14,52.7,139,125,0,264,52.7,47.3,0.0
Avalon Ward 1,40.50085,-80.07075,Dugan,87,73.0,138,51,0,189,73.0,27.0,0.0
Avalon Ward 2 Dist 1,40.496050000000004,-80.06710000000001,Dugan,26,62.0,67,41,0,108,62.0,38.0,0.0
Avalon Ward 2 Dist 2,40.49680000000001,-80.06305,Dugan,9,55.2,48,39,0,87,55.2,44.8,0.0
Avalon Ward 3 Dist 1,40.50605,-80.06935000000001,Dugan,3,52.5,32,29,0,61,52.5,47.5,0.0
Avalon Ward 3 Dist 2,40.5034,-80.06465,Dugan,9,54.8,51,41,1,93,54.8,44.1,1.1
Avalon Ward 3 Dist 3,40.49995,-80.06335000000001,Dugan,42,71.0,71,28,1,100,71.0,28.0,1.0
Baldwin Br Dist 1,40.40185,-79.95840000000001,Zappala,40,66.7,40,80,0,120,33.3,66.7,0.0
Baldwin Br Dist 2,40.39465,-79.9672,Zappala,8,51.7,112,121,1,234,47.9,51.7,0.4
Baldwin Br Dist 3,40.386900000000004,-79.96745000000001,Zappala,14,55.2,60,74,0,134,44.8,55.2,0.0
Baldwin Br Dist 4,40.381350000000005,-79.96105,Zappala,14,55.6,54,69,1,124,43.5,55.6,0.8
Baldwin Br Dist 5,40.34870000000001,-79.96835000000002,Zappala,21,58.8,49,70,0,119,41.2,58.8,0.0
Baldwin Br Dist 6,40.3386,-79.99210000000001,Zappala,10,53.9,59,69,0,128,46.1,53.9,0.0
Baldwin Br Dist 7,40.34055,-79.99010000000001,Zappala,20,58.6,48,68,0,116,41.4,58.6,0.0
Baldwin Br Dist 8,40.34685,-80.00645,Zappala,57,70.5,41,98,0,139,29.5,70.5,0.0
Baldwin Br Dist 9,40.36365000000001,-79.95845,Zappala,42,64.6,51,93,0,144,35.4,64.6,0.0
Baldwin Br Dist 10,40.33995,-79.97975000000001,Zappala,16,60.0,32,48,0,80,40.0,60.0,0.0
Baldwin Br Dist 11,40.340900000000005,-79.97375,Zappala,14,54.4,73,87,0,160,45.6,54.4,0.0
Baldwin Br Dist 12,40.39065,-79.96945000000001,Zappala,14,55.9,51,66,1,118,43.2,55.9,0.8
Baldwin Br Dist 13,40.379200000000004,-79.9487,Zappala,41,64.5,50,91,0,141,35.5,64.5,0.0
Baldwin Br Dist 14,40.34285,-79.9998,Zappala,23,60.2,45,68,0,113,39.8,60.2,0.0
Baldwin Br Dist 15,40.37295,-79.95400000000001,Zappala,47,64.4,58,105,0,163,35.6,64.4,0.0
Baldwin Br Dist 16,40.38550000000001,-79.94955,Zappala,46,63.4,63,109,0,172,36.6,63.4,0.0
Baldwin Br Dist 17,40.347500000000004,-79.995,Zappala,17,56.4,58,75,0,133,43.6,56.4,0.0
Baldwin Br Dist 18,40.35745,-79.96360000000001,Zappala,38,59.9,76,115,1,192,39.6,59.9,0.5
Baldwin Tp Dist 1,40.37665,-80.01570000000001,Zappala,4,51.4,68,72,0,140,48.6,51.4,0.0
Baldwin Tp Dist 2,40.3815,-80.0124,Zappala,33,61.1,58,91,0,149,38.9,61.1,0.0
Bell Acres,40.587,-80.17090000000002,Dugan,18,54.6,107,89,0,196,54.6,45.4,0.0
Bellevue Ward 1 Dist 1,40.48780000000001,-80.0515,Dugan,56,67.5,108,52,0,160,67.5,32.5,0.0
Bellevue Ward 1 Dist 2,40.4923,-80.04865000000001,Dugan,37,61.1,102,65,0,167,61.1,38.9,0.0
Bellevue Ward 2 Dist 1,40.4901,-80.05715000000001,Dugan,40,63.2,96,55,1,152,63.2,36.2,0.7
Bellevue Ward 2 Dist 2,40.495200000000004,-80.06085000000002,Dugan,47,65.4,100,53,0,153,65.4,34.6,0.0
Bellevue Ward 3 Dist 1,40.498850000000004,-80.05260000000001,Dugan,52,66.9,103,51,0,154,66.9,33.1,0.0
Bellevue Ward 3 Dist 2,40.50385,-80.05595000000001,Dugan,36,59.9,109,73,0,182,59.9,40.1,0.0
Ben Avon Dist 1,40.506750000000004,-80.0854,Dugan,31,63.7,72,41,0,113,63.7,36.3,0.0
Ben Avon Dist 2,40.505300000000005,-80.08025,Dugan,78,67.3,152,74,0,226,67.3,32.7,0.0
Ben Avon Ht,40.512100000000004,-80.07375,Dugan,9,55.8,43,34,0,77,55.8,44.2,0.0
Bethel Park Ward 1 Dist 1,40.32095,-80.0231,Zappala,4,51.6,61,65,0,126,48.4,51.6,0.0
Bethel Park Ward 1 Dist 2,40.322,-80.03995,Zappala,7,52.5,66,73,0,139,47.5,52.5,0.0
Bethel Park Ward 1 Dist 3,40.32455,-80.03335000000001,Zappala,14,54.5,70,84,0,154,45.5,54.5,0.0
Bethel Park Ward 2 Dist 1,40.30035,-80.03720000000001,Zappala,7,52.8,60,67,0,127,47.2,52.8,0.0
Bethel Park Ward 2 Dist 2,40.306650000000005,-80.02465000000001,Zappala,5,51.7,68,74,1,143,47.6,51.7,0.7
Bethel Park Ward 2 Dist 3,40.299350000000004,-80.02905000000001,Zappala,2,50.6,84,86,0,170,49.4,50.6,0.0
Bethel Park Ward 3 Dist 1,40.3106,-80.05860000000001,Dugan,15,55.2,79,64,0,143,55.2,44.8,0.0
Bethel Park Ward 3 Dist 2,40.31025,-80.06320000000001,Dugan,9,52.2,106,97,0,203,52.2,47.8,0.0
Bethel Park Ward 3 Dist 3,40.3035,-80.04860000000001,Zappala,7,51.8,96,103,0,199,48.2,51.8,0.0
Bethel Park Ward 4 Dist 1,40.3425,-80.00795000000001,Zappala,0,50.0,123,124,1,248,49.6,50.0,0.4
Bethel Park Ward 4 Dist 2,40.3411,-80.02175,Zappala,13,54.1,73,86,0,159,45.9,54.1,0.0
Bethel Park Ward 4 Dist 3,40.325250000000004,-80.01625000000001,Zappala,8,52.9,66,74,0,140,47.1,52.9,0.0
Bethel Park Ward 5 Dist 1,40.351350000000004,-80.02000000000001,Zappala,24,63.3,33,57,0,90,36.7,63.3,0.0
Bethel Park Ward 5 Dist 2,40.350300000000004,-80.0297,Dugan,17,59.1,55,38,0,93,59.1,40.9,0.0
Bethel Park Ward 5 Dist 3,40.3492,-80.04260000000001,Zappala,9,51.6,137,146,0,283,48.4,51.6,0.0
Bethel Park Ward 6 Dist 1,40.313700000000004,-80.03040000000001,Dugan,23,56.3,103,80,0,183,56.3,43.7,0.0
Bethel Park Ward 6 Dist 2,40.313550000000006,-80.04480000000001,Zappala,29,58.2,74,103,0,177,41.8,58.2,0.0
Bethel Park Ward 6 Dist 3,40.30885000000001,-80.04140000000001,Zappala,7,52.1,81,88,0,169,47.9,52.1,0.0
Bethel Park Ward 7 Dist 1,40.3219,-80.05645000000001,Zappala,13,53.3,93,106,0,199,46.7,53.3,0.0
Bethel Park Ward 7 Dist 2,40.33785,-80.0523,Dugan,5,51.2,110,105,0,215,51.2,48.8,0.0
Bethel Park Ward 7 Dist 3,40.327000000000005,-80.0497,Zappala,9,53.7,56,65,0,121,46.3,53.7,0.0
Bethel Park Ward 8 Dist 1,40.34445,-80.0386,Dugan,13,56.4,57,44,0,101,56.4,43.6,0.0
Bethel Park Ward 8 Dist 2,40.34495,-80.0472,Zappala,11,56.5,37,48,0,85,43.5,56.5,0.0
Bethel Park Ward 8 Dist 3,40.3369,-80.03390000000002,Zappala,10,52.2,111,121,0,232,47.8,52.2,0.0
Bethel Park Ward 8 Dist 4,40.33635,-80.04485,Dugan,12,57.9,44,32,0,76,57.9,42.1,0.0
Bethel Park Ward 9 Dist 1,40.3083,-80.06300000000002,Zappala,17,59.1,38,55,0,93,40.9,59.1,0.0
Bethel Park Ward 9 Dist 2,40.2937,-80.04215,Zappala,8,53.4,54,63,1,118,45.8,53.4,0.8
Bethel Park Ward 9 Dist 3,40.3006,-80.05965,Dugan,35,57.5,134,99,0,233,57.5,42.5,0.0
Blawnox,40.49165000000001,-79.8585,Zappala,47,61.7,77,124,0,201,38.3,61.7,0.0
Brackenridge Ward 1,40.60465000000001,-79.7398,Zappala,31,67.8,28,59,0,87,32.2,67.8,0.0
Brackenridge Ward 2,40.61125,-79.73940000000002,Zappala,48,66.4,49,97,0,146,33.6,66.4,0.0
Brackenridge Ward 3,40.609350000000006,-79.74585,Zappala,23,62.9,33,56,0,89,37.1,62.9,0.0
Braddock Ward 1,40.4076,-79.86915,Dugan,30,70.3,52,21,1,74,70.3,28.4,1.4
Braddock Ward 2,40.40495,-79.87280000000001,Dugan,52,76.0,76,24,0,100,76.0,24.0,0.0
Braddock Ward 3,40.398300000000006,-79.86705,Dugan,37,83.6,46,9,0,55,83.6,16.4,0.0
Braddock Hl Dist 1,40.4157,-79.8593,Dugan,25,58.3,88,63,0,151,58.3,41.7,0.0
Braddock Hl Dist 2,40.425000000000004,-79.8699,Zappala,1,50.3,82,83,0,165,49.7,50.3,0.0
Bradford Woods,40.63765,-80.08295000000001,Dugan,26,57.6,99,73,0,172,57.6,42.4,0.0
Brentwood Dist 1,40.3676,-79.977,Zappala,17,59.1,38,55,0,93,40.9,59.1,0.0
Brentwood Dist 2,40.37765,-79.97855000000001,Zappala,4,51.6,59,63,0,122,48.4,51.6,0.0
Brentwood Dist 3,40.376450000000006,-79.9708,Zappala,2,51.0,47,49,0,96,49.0,51.0,0.0
Brentwood Dist 4,40.3781,-79.96775,Zappala,40,65.4,45,85,0,130,34.6,65.4,0.0
Brentwood Dist 5,40.383,-79.9741,Dugan,0,50.0,50,50,0,100,50.0,50.0,0.0
Brentwood Dist 6,40.37765,-79.98245,Dugan,4,52.4,43,39,0,82,52.4,47.6,0.0
Brentwood Dist 7,40.373200000000004,-79.98070000000001,Zappala,28,66.3,29,57,0,86,33.7,66.3,0.0
Brentwood Dist 8,40.36715,-79.98225,Zappala,31,60.5,58,89,0,147,39.5,60.5,0.0
Brentwood Dist 9,40.36495,-79.97935000000001,Zappala,4,51.7,56,60,0,116,48.3,51.7,0.0
Brentwood Dist 10,40.37285,-79.96900000000001,Zappala,24,67.6,22,46,0,68,32.4,67.6,0.0
Bridgeville Dist 1,40.3613,-80.11525,Zappala,17,57.4,49,66,0,115,42.6,57.4,0.0
Bridgeville Dist 2,40.36,-80.10345000000001,Dugan,1,50.5,51,50,0,101,50.5,49.5,0.0
Bridgeville Dist 3,40.35470000000001,-80.09715,Dugan,1,50.4,58,57,0,115,50.4,49.6,0.0
Bridgeville Dist 4,40.35365,-80.10845,Dugan,15,54.5,90,75,0,165,54.5,45.5,0.0
Carnegie Ward 1 Dist 1,40.404300000000006,-80.09615000000001,Dugan,1,50.7,37,36,0,73,50.7,49.3,0.0
Carnegie Ward 1 Dist 2,40.41120000000001,-80.09425000000002,Dugan,24,57.5,92,68,0,160,57.5,42.5,0.0
Carnegie Ward 1 Dist 3,40.4147,-80.0879,Dugan,11,53.8,78,67,0,145,53.8,46.2,0.0
Carnegie Ward 1 Dist 4,40.40485,-80.09280000000001,Dugan,9,58.2,32,23,0,55,58.2,41.8,0.0
Carnegie Ward 2 Dist 1,40.408950000000004,-80.082,Dugan,22,62.0,57,35,0,92,62.0,38.0,0.0
Carnegie Ward 2 Dist 2,40.405150000000006,-80.08085,Dugan,3,51.9,40,37,0,77,51.9,48.1,0.0
Carnegie Ward 2 Dist 3,40.403850000000006,-80.07375,Zappala,16,57.4,46,62,0,108,42.6,57.4,0.0
Carnegie Ward 2 Dist 4,40.40205,-80.08255,Dugan,6,52.5,63,57,0,120,52.5,47.5,0.0
Casl Shannon Dist 1,40.364900000000006,-80.0306,Dugan,33,61.9,86,53,0,139,61.9,38.1,0.0
Casl Shannon Dist 2,40.37050000000001,-80.02115,Dugan,9,53.1,77,68,0,145,53.1,46.9,0.0
Casl Shannon Dist 3,40.3686,-80.00760000000001,Zappala,2,50.7,66,68,0,134,49.3,50.7,0.0
Casl Shannon Dist 4,40.3579,-80.03265000000002,Dugan,4,51.7,61,57,0,118,51.7,48.3,0.0
Casl Shannon Dist 5,40.3634,-80.02365,Zappala,10,53.4,69,79,0,148,46.6,53.4,0.0
Casl Shannon Dist 6,40.35995,-80.023,Zappala,10,54.4,52,62,0,114,45.6,54.4,0.0
Casl Shannon Dist 7,40.37315,-80.01180000000001,Zappala,22,57.1,66,88,0,154,42.9,57.1,0.0
Casl Shannon Dist 8,40.36345,-80.0109,Zappala,6,52.9,47,54,1,102,46.1,52.9,1.0
Chalfant Dist 1,40.410450000000004,-79.83855,Zappala,7,53.2,51,58,0,109,46.8,53.2,0.0
Cheswick Dist 1,40.540800000000004,-79.80115,Zappala,54,67.8,49,103,0,152,32.2,67.8,0.0
Cheswick Dist 2,40.5458,-79.8014,Zappala,49,65.2,56,105,0,161,34.8,65.2,0.0
Churchill Dist 1,40.44330000000001,-79.83975000000001,Dugan,80,69.4,143,63,0,206,69.4,30.6,0.0
Churchill Dist 2,40.43945000000001,-79.85115000000002,Dugan,67,66.2,137,70,0,207,66.2,33.8,0.0
Churchill Dist 3,40.4313,-79.8432,Dugan,14,54.0,94,80,0,174,54.0,46.0,0.0
Churchill Dist 4,40.43415,-79.83460000000001,Dugan,59,66.3,120,60,1,181,66.3,33.1,0.6
Clairton Ward 1 Dist 1,40.313550000000006,-79.894,Dugan,0,50.0,30,30,0,60,50.0,50.0,0.0
Clairton Ward 1 Dist 2,40.30800000000001,-79.89155000000001,Zappala,11,59.3,23,35,1,59,39.0,59.3,1.7
Clairton Ward 1 Dist 3,40.3055,-79.88900000000001,Zappala,19,65.1,22,41,0,63,34.9,65.1,0.0
Clairton Ward 2 Dist 1,40.3022,-79.87805,Dugan,6,68.8,11,5,0,16,68.8,31.3,0.0
Clairton Ward 2 Dist 2,40.292950000000005,-79.87575000000001,Dugan,30,77.8,42,12,0,54,77.8,22.2,0.0
Clairton Ward 2 Dist 3,40.28795,-79.87650000000001,Dugan,31,77.2,44,13,0,57,77.2,22.8,0.0
Clairton Ward 3 Dist 1,40.289500000000004,-79.88980000000001,Dugan,1,50.6,39,38,0,77,50.6,49.4,0.0
